text,label
"There is quite a bit of white kids like me , but the keep it underwraps not to cause any trouble .",noHate
"There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !",hate
I dont know whether to welcome you or laugh at you .,noHate
i'd love to hang out with anyone since there 's very few white nationalists here if any one wants to please PM because i really need some people to hang out with,noHate
"No one has mentioned ' Hate Society ' , they are a great band and they dont just scream down the mic .",noHate
"I find it funny that blacks find their own women disgusting , but i find it even more disgusting that because of this they go after white women , and are usually successful , its good to see a white girl tell one off .",hate
When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .,hate
I do n't watch TV at home at all any more .,noHate
I can tell you about my city which lies in Europe .,noHate
It is Athens in Greece with population 4.000.000 people.The non whites ( Blacks/Asians ) are 5000 at the most.Maybe you see a black person once in a couple of months ( or in television ) .,noHate
"Also all the East European countries ( Chezch Republic , Poland , Slovakia , Finland etc ) are 99,99 % white .",noHate
i have gripfasts. shoes and boots. the boots i have only worn once. i should break them in more. and the shoes are ' dressier ' .,noHate
Sad how low people will go you know ?,noHate
Nobody knows what is right for you except you .,noHate
And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,hate
My nose has been broken a few times haha .,noHate
"That describes the mooleys very well , the signature haymaker .",noHate
"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",hate
them damn wiggers need a friggen reality check. its bad when a white person walks to another and calls him his `` dawg '',noHate
HIV will do its job. the fags keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of faggot apes have AIDS and it continues to grow .,hate
The only bad thing is that these sick animals will infect whites .,hate
"Wow, maybe next time you should leave your little sister at home especially since you live in a highly non-white populated area .",hate
How old are you ?,noHate
"It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .",hate
This thread reminds me of a post from the old board .,noHate
"It was from a lady though and the girls here might want to give this a try , I did .",noHate
"This lady came out of a convenience store and got the stare , she glared right at them , spat on the ground and stormed off !",noHate
So Toronto Police are investigating a `` racist '' `` alt-right '' poster found on a telephone poll near a school .,noHate
Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,hate
As long as we are tied to the Rothschild banking system we cannot be independent again .,noHate
We can turn the cold useless parts of Canada into a dumping ground for Jews and arm the Indians to keep them in line .,hate
Toronto and Vancouver will be returned to the white Canadians and join America as the 51st and 52nd states .,noHate
"I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !",hate
I have no idea of how many might be here .,noHate
"The white man has no future in Canada , that is for sure , because the country is being flooded with non-white immigrants .",hate
I'm reporting here that I have n't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe .,noHate
And my job lets me monitor all of Jewish supremacist control of talk radio .,noHate
As usual the magic negro opens his mouth and lies pour forth .,hate
If lies were money he would be the richest negro in the world,hate
Great image of the Jew as a poisonous mushroom .,hate
"well, the liberals would go ape crazy .",hate
They need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .,hate
Officials are puzzled as to the cause .,noHate
"The bodies of dead goats , geese , sheep , and ducks had also been discovered "" .",noHate
Scores of dead animals found on Thandi Modise 's farm | eNCA Pigs forced to eat pigs on NCOP chairâ € ™ s farm | News24 Animal Cruelty ?,noHate
- Pigs Resort To Cannibalism On Modise ? s Farm - News in pictures - Howzit MSN News,noHate
This video is just plain hilarious .,noHate
I reported some time ago that negroes will even strip the bricks off your home while you are away at work .,hate
"They're trying to turn the Internet into a mirror version of television , in other words turn it into a wasteland of celebrity worship and wipe out all of it 's potential as a medium for informing and educating .",noHate
